order_id,delivery_partner_id,delivery_status,delivery_time_minutes,distance_km,reasons_if_delayed
2204489775,79497,On Time,5.0,4.87,Traffic
5881059783,75665,On Time,-5.0,0.74,
9475167773,44817,Slightly Delayed,10.0,4.92,Traffic
4635228647,88768,On Time,4.0,1.4,Traffic
8394536341,97145,Slightly Delayed,10.0,1.2,Traffic
4726427550,66248,Slightly Delayed,14.0,3.09,Traffic
5387935727,94937,On Time,-4.0,4.69,
1886705751,97590,On Time,-5.0,3.13,
4224014067,53348,On Time,1.0,3.33,Traffic
8726515908,68903,On Time,-1.0,1.45,
7388091459,64324,Slightly Delayed,13.0,4.32,Traffic
9320256091,42510,On Time,1.0,0.88,Traffic
3872093894,94703,Significantly Delayed,27.0,0.79,Traffic
992848455,77210,On Time,-1.0,1.53,
4458723519,66237,On Time,-2.0,2.32,
7755662096,39318,Slightly Delayed,8.0,0.94,Traffic
5779793224,66680,On Time,0.0,2.0,
8253576531,31219,Slightly Delayed,8.0,2.25,Traffic
4993169316,25105,Slightly Delayed,9.0,2.68,Traffic
828017545,1921,Slightly Delayed,13.0,4.07,Traffic
2012368621,70216,On Time,-1.0,4.14,
6603205997,30506,On Time,0.0,1.14,
833581472,7924,Slightly Delayed,12.0,1.2,Traffic
8755782101,43429,On Time,0.0,2.55,
1049830215,525,Slightly Delayed,10.0,4.98,Traffic
2399383238,38443,On Time,-1.0,3.96,
143399998,24612,Slightly Delayed,11.0,3.42,Traffic
2444273306,65109,On Time,-2.0,4.99,
1309618968,29830,On Time,-2.0,4.64,
3972788794,12838,On Time,3.0,2.95,Traffic
2356073413,43363,Slightly Delayed,11.0,1.33,Traffic
3775683944,43490,On Time,5.0,3.9,Traffic
8994776653,42895,Slightly Delayed,12.0,0.69,Traffic
8124075720,77902,On Time,0.0,2.76,
5534171862,47319,Slightly Delayed,12.0,2.68,Traffic
4825558658,69839,On Time,-1.0,1.64,
1541676341,65569,Slightly Delayed,7.0,4.7,Traffic
5360755658,13204,On Time,-2.0,0.98,
844328418,21982,Significantly Delayed,27.0,4.68,Traffic
1843468816,8630,On Time,1.0,1.23,Traffic
3771484570,12214,On Time,-2.0,2.61,
2458783424,20118,On Time,-2.0,3.63,
2272849018,46289,On Time,4.0,3.71,Traffic
8549503132,86962,On Time,-3.0,4.63,
4032847942,32388,On Time,3.0,2.67,Traffic
8224665612,37229,On Time,-3.0,2.66,
8007222259,14904,On Time,-3.0,2.77,
3522030676,61126,Slightly Delayed,9.0,2.38,Traffic
3224743071,43,On Time,5.0,4.4,Traffic
7474790671,97794,Slightly Delayed,7.0,2.19,Traffic
7884745950,90525,On Time,3.0,0.6,Traffic
8269502930,11674,On Time,1.0,4.93,Traffic
985347383,85773,On Time,1.0,1.44,Traffic
5932091553,14918,Slightly Delayed,10.0,4.06,Traffic
69932727,15976,On Time,-5.0,1.82,
2715027145,81723,Slightly Delayed,6.0,4.0,Traffic
5234261944,42968,On Time,3.0,2.11,Traffic
2818967815,39675,Significantly Delayed,30.0,4.0,Traffic
1598213217,41761,On Time,-4.0,4.73,
9087747856,35148,Slightly Delayed,7.0,0.69,Traffic
9606925547,22049,On Time,0.0,4.3,
9866554851,82357,On Time,-3.0,2.61,
3719294769,918,On Time,5.0,3.03,Traffic
3576529840,40696,Slightly Delayed,6.0,3.58,Traffic
5478986113,64855,Slightly Delayed,9.0,3.47,Traffic
6724582316,87179,On Time,-5.0,1.47,
4391559649,86088,On Time,-4.0,0.53,
9530258400,36249,On Time,1.0,4.16,Traffic
609162117,81927,Significantly Delayed,19.0,1.8,Traffic
755143077,18005,On Time,0.0,1.12,
5239439928,25997,Slightly Delayed,10.0,2.22,Traffic
1328248068,27695,Slightly Delayed,13.0,0.85,Traffic
1440606577,10954,On Time,5.0,1.04,Traffic
8884389971,82326,On Time,-2.0,4.32,
7307977336,93785,On Time,-4.0,1.74,
5953535252,18950,On Time,-4.0,1.2,
6133025410,11126,On Time,3.0,3.41,Traffic
798088726,53764,Slightly Delayed,6.0,1.51,Traffic
3372412988,56993,On Time,-2.0,1.33,
4910060567,19589,On Time,-4.0,3.42,
8708211566,4219,Slightly Delayed,11.0,3.65,Traffic
2126853184,9528,Slightly Delayed,9.0,2.61,Traffic
4390795259,28675,On Time,-4.0,4.26,
9030686359,24142,On Time,4.0,4.03,Traffic
8565611606,37301,Significantly Delayed,25.0,0.75,Traffic
6782020758,83133,On Time,4.0,4.61,Traffic
561884159,64474,On Time,4.0,3.3,Traffic
2767430579,16851,Slightly Delayed,7.0,2.66,Traffic
5934372451,81095,On Time,-5.0,4.74,
6833977302,66274,Significantly Delayed,25.0,1.41,Traffic
8396649871,66543,On Time,1.0,4.59,Traffic
1937188757,55848,On Time,5.0,4.83,Traffic
3142198801,7052,On Time,-1.0,4.85,
6087109745,77386,On Time,3.0,2.32,Traffic
8895262247,44279,Slightly Delayed,15.0,4.62,Traffic
5138524153,44843,On Time,-5.0,3.63,
9789995549,12282,On Time,4.0,1.37,Traffic
7485459856,77052,On Time,-2.0,2.58,
4033626537,15034,On Time,0.0,1.88,
9370915142,53012,Slightly Delayed,10.0,3.06,Traffic
7211325894,9731,On Time,-5.0,2.43,
3482827003,79094,Slightly Delayed,12.0,1.16,Traffic
6656246719,29942,Slightly Delayed,14.0,2.61,Traffic
6092663288,67487,On Time,-5.0,1.38,
9346041594,29892,On Time,-1.0,1.78,
9105127475,74365,Slightly Delayed,12.0,3.03,Traffic
6120818381,30114,On Time,-4.0,0.87,
5174370629,60359,On Time,4.0,2.4,Traffic
3244930036,88104,On Time,3.0,2.64,Traffic
2976493998,73434,Slightly Delayed,7.0,0.83,Traffic
7971593791,41540,Significantly Delayed,16.0,2.44,Traffic
4052544342,48904,Significantly Delayed,16.0,1.7,Traffic
6264003424,73469,On Time,0.0,2.75,
3436107152,6379,On Time,5.0,3.98,Traffic
8546631319,91729,On Time,4.0,3.23,Traffic
640960551,25009,On Time,2.0,4.95,Traffic
1141173434,62363,Slightly Delayed,12.0,4.69,Traffic
528309380,62555,Slightly Delayed,9.0,1.73,Traffic
2387509904,89577,On Time,5.0,4.53,Traffic
6791931269,51873,On Time,5.0,1.67,Traffic
4063689432,72992,On Time,-1.0,2.59,
1206887762,20391,Slightly Delayed,14.0,4.48,Traffic
6409437174,9955,Significantly Delayed,22.0,4.46,Traffic
1355164713,7902,On Time,1.0,2.79,Traffic
2604772138,8171,On Time,2.0,0.84,Traffic
5868093790,30003,On Time,3.0,4.17,Traffic
10161194,58293,On Time,3.0,4.44,Traffic
8930380639,4457,On Time,0.0,1.41,
2247940574,67154,On Time,5.0,1.35,Traffic
6190907327,9720,On Time,0.0,3.61,
127277515,87204,On Time,4.0,4.27,Traffic
8209093135,43473,On Time,2.0,1.97,Traffic
4419380079,19632,Slightly Delayed,8.0,2.21,Traffic
2954606845,96117,On Time,-4.0,2.33,
5128739359,37108,On Time,-5.0,1.39,
8183315245,14135,Slightly Delayed,14.0,4.56,Traffic
8820606892,75354,On Time,2.0,4.45,Traffic
7779228340,57356,On Time,-5.0,0.56,
8459230018,26266,On Time,0.0,1.37,
7060468800,76511,Slightly Delayed,12.0,1.4,Traffic
218821567,71006,On Time,-4.0,3.81,
7795766861,32999,On Time,-1.0,4.37,
4285804383,90470,Slightly Delayed,11.0,2.97,Traffic
5961051248,69003,On Time,3.0,4.38,Traffic
5630323534,5799,Slightly Delayed,7.0,2.98,Traffic
4642824835,42958,On Time,2.0,4.52,Traffic
3060527554,55714,Slightly Delayed,8.0,4.74,Traffic
4048252396,94706,On Time,-4.0,3.27,
1271431612,48259,Slightly Delayed,6.0,3.85,Traffic
8981940261,56327,On Time,-2.0,1.65,
3896239510,63917,Slightly Delayed,14.0,1.08,Traffic
711316410,6620,On Time,2.0,3.77,Traffic
9863502398,30168,On Time,2.0,4.82,Traffic
293770293,80022,On Time,5.0,1.6,Traffic
890800429,4235,On Time,2.0,1.96,Traffic
1270503169,87390,On Time,3.0,3.38,Traffic
168180571,41985,Slightly Delayed,10.0,3.79,Traffic
111296281,6245,On Time,-2.0,3.1,
7329085364,35350,On Time,1.0,2.96,Traffic
1129130498,63048,On Time,-5.0,3.89,
996939836,71808,On Time,-1.0,0.95,
8263379807,1156,On Time,-1.0,2.43,
5735975899,74786,On Time,2.0,1.19,Traffic
9651034668,69245,On Time,1.0,1.87,Traffic
3103539793,460,On Time,-5.0,4.13,
1611921781,14763,On Time,0.0,3.19,
7532381028,72118,On Time,-3.0,2.64,
7803665404,41752,On Time,4.0,3.19,Traffic
466184886,95724,On Time,-4.0,1.58,
4692518050,33265,On Time,-1.0,1.14,
9408428,76392,On Time,-4.0,2.17,
8766330526,98295,On Time,-3.0,1.09,
9221423039,54403,On Time,-5.0,4.51,
4268661538,33402,On Time,2.0,2.42,Traffic
1378809665,27819,On Time,5.0,1.73,Traffic
4917941248,86288,On Time,3.0,0.93,Traffic
5132792285,10112,On Time,-3.0,3.57,
3776678112,48559,Significantly Delayed,16.0,2.47,Traffic
6940411801,4371,Slightly Delayed,13.0,3.53,Traffic
7422521525,706,On Time,-5.0,3.95,
4419022028,44847,On Time,5.0,2.78,Traffic
8016651984,19538,On Time,2.0,0.76,Traffic
2361722422,89265,On Time,5.0,1.43,Traffic
1001453982,611,Slightly Delayed,11.0,0.92,Traffic
9093918346,65217,On Time,4.0,4.8,Traffic
3969014433,62397,On Time,-5.0,4.93,
9684561720,53523,On Time,4.0,1.14,Traffic
7031115362,93983,Significantly Delayed,30.0,3.41,Traffic
8204766849,1679,Significantly Delayed,20.0,4.73,Traffic
2785412612,96984,On Time,-4.0,4.99,
2624138741,2332,On Time,-5.0,3.37,
748376248,12777,On Time,-4.0,3.47,
6096787440,91233,On Time,-3.0,4.01,
8787660233,58570,Slightly Delayed,11.0,3.34,Traffic
3845481278,76640,On Time,1.0,4.74,Traffic
4636134267,75957,Slightly Delayed,13.0,1.03,Traffic
4538825340,53653,On Time,2.0,2.94,Traffic
4553101047,32873,On Time,-3.0,4.88,
2193853405,61506,Slightly Delayed,10.0,3.54,Traffic
1642059453,58385,On Time,3.0,3.07,Traffic
5890339330,84178,On Time,-5.0,3.81,
313663478,65113,On Time,3.0,1.45,Traffic
8591576320,39993,On Time,-5.0,3.5,
4728104591,87703,On Time,-5.0,4.27,
8276401643,18608,On Time,-5.0,2.78,
8709694061,70333,Slightly Delayed,14.0,3.64,Traffic
4080156881,11130,On Time,0.0,1.62,
7485829116,71081,On Time,1.0,0.88,Traffic
7378865582,44634,On Time,-4.0,3.36,
335575667,2018,On Time,1.0,3.15,Traffic
1621109077,83040,Slightly Delayed,7.0,1.18,Traffic
7468088555,80809,On Time,-3.0,4.93,
3676517886,82211,Slightly Delayed,12.0,4.83,Traffic
1746921111,82913,On Time,-2.0,0.83,
7774691391,34427,On Time,5.0,3.75,Traffic
8220678247,13272,On Time,-2.0,2.72,
6048604080,90276,On Time,-3.0,1.33,
8545716586,72311,Slightly Delayed,14.0,0.89,Traffic
530870056,48704,On Time,-3.0,2.27,
4055690435,25984,On Time,-4.0,3.9,
7096530350,13756,On Time,-1.0,2.56,
7083649345,44505,On Time,2.0,4.36,Traffic
836457367,81718,Significantly Delayed,28.0,2.04,Traffic
7698126312,58953,Slightly Delayed,11.0,3.14,Traffic
2267297760,85720,On Time,-4.0,1.84,
1717841423,56322,Slightly Delayed,6.0,2.36,Traffic
4330597536,26934,On Time,4.0,1.95,Traffic
3687593721,22476,Slightly Delayed,9.0,1.33,Traffic
6660740926,50382,Slightly Delayed,11.0,4.87,Traffic
9439713009,8281,On Time,-3.0,3.4,
5281121057,14666,Slightly Delayed,14.0,4.11,Traffic
7044351561,50051,On Time,-1.0,2.09,
9121393476,14938,On Time,-1.0,3.85,
7202170939,5907,On Time,4.0,4.22,Traffic
1429047127,53462,Significantly Delayed,18.0,3.25,Traffic
8551965787,97423,On Time,-3.0,2.64,
6756882357,20722,On Time,-5.0,3.0,
618929241,78204,Significantly Delayed,17.0,1.01,Traffic
9711157887,5779,On Time,1.0,4.03,Traffic
354149805,99775,On Time,1.0,0.84,Traffic
231328814,47916,Slightly Delayed,9.0,4.71,Traffic
523916986,35635,On Time,-2.0,0.89,
1930887811,30771,On Time,0.0,4.36,
9958741781,94839,Slightly Delayed,9.0,2.52,Traffic
6727230123,77576,Significantly Delayed,16.0,2.72,Traffic
9487368442,38330,On Time,3.0,2.01,Traffic
671459763,65075,On Time,5.0,2.78,Traffic
9129957352,65283,On Time,4.0,1.25,Traffic
9206073690,35739,On Time,4.0,4.94,Traffic
5587148302,6600,On Time,5.0,1.87,Traffic
6936256414,11559,On Time,5.0,1.21,Traffic
3341228576,49279,Slightly Delayed,6.0,2.11,Traffic
4817323453,73349,On Time,2.0,1.96,Traffic
1163454835,53545,On Time,5.0,2.82,Traffic
5236061455,14592,On Time,4.0,4.84,Traffic
5982829268,97197,On Time,0.0,1.56,
1901688056,13115,On Time,0.0,4.41,
5936051107,63513,Slightly Delayed,12.0,4.52,Traffic
3018272105,51005,On Time,-3.0,4.37,
3656191983,4230,On Time,-1.0,4.99,
5186692805,12223,Significantly Delayed,20.0,3.88,Traffic
7281243151,3056,On Time,-3.0,4.15,
7906004940,47649,On Time,3.0,4.5,Traffic
6354703603,3515,On Time,-5.0,3.2,
6444064733,17550,On Time,-3.0,2.5,
2405783093,70069,On Time,0.0,2.13,
63363146,89996,Slightly Delayed,15.0,1.26,Traffic
7040313500,22828,On Time,-4.0,3.06,
5844807259,56643,On Time,-5.0,2.95,
1931703221,60906,On Time,2.0,3.71,Traffic
3525336030,2314,Slightly Delayed,15.0,4.32,Traffic
4359807852,82810,On Time,1.0,1.95,Traffic
6946959356,88906,Slightly Delayed,7.0,1.27,Traffic
782338627,50557,Significantly Delayed,25.0,3.34,Traffic
4942714391,44975,On Time,3.0,0.66,Traffic
919307194,86545,Significantly Delayed,18.0,4.66,Traffic
6509263423,87487,On Time,-3.0,0.91,
7200105089,74324,Slightly Delayed,13.0,4.3,Traffic
7120372196,9785,Slightly Delayed,11.0,4.32,Traffic
8710393245,79417,On Time,-2.0,4.18,
8862036450,59711,On Time,-2.0,3.06,
2087769338,68170,On Time,0.0,3.33,
3349267712,58986,Slightly Delayed,10.0,2.46,Traffic
1689937124,14563,On Time,4.0,2.48,Traffic
4498769995,38919,On Time,5.0,1.68,Traffic
3729771871,32626,On Time,4.0,4.95,Traffic
9065518834,93566,On Time,2.0,0.57,Traffic
7524465290,93477,Slightly Delayed,6.0,2.9,Traffic
2319921666,4851,On Time,-3.0,1.97,
9541612277,43452,On Time,-2.0,3.14,
6303548068,40567,Slightly Delayed,11.0,2.89,Traffic
5867651793,84411,On Time,-1.0,4.61,
6405947025,29228,On Time,2.0,3.2,Traffic
2150790907,37465,Slightly Delayed,12.0,4.13,Traffic
212856641,86373,On Time,-5.0,2.66,
1686508921,37806,On Time,-5.0,1.62,
5879579208,29566,Slightly Delayed,6.0,0.85,Traffic
1882682579,78512,On Time,-1.0,3.81,
8370410622,10210,On Time,2.0,2.24,Traffic
368599691,57291,On Time,1.0,2.3,Traffic
9282982332,21658,On Time,2.0,1.07,Traffic
4874880100,81596,On Time,5.0,0.83,Traffic
102639985,25125,On Time,3.0,3.7,Traffic
5288207551,64001,Slightly Delayed,14.0,2.52,Traffic
693932743,34625,On Time,0.0,4.2,
2325405669,53132,On Time,-2.0,0.99,
8152364696,50040,On Time,0.0,2.01,
7682359398,70975,Slightly Delayed,9.0,1.67,Traffic
1742951029,62055,Significantly Delayed,19.0,2.67,Traffic
4799787645,61740,Significantly Delayed,19.0,3.46,Traffic
8498666384,94061,On Time,3.0,4.33,Traffic
5013572642,90675,Slightly Delayed,13.0,3.25,Traffic
8403006958,22292,On Time,-5.0,3.65,
4688831157,75752,On Time,4.0,1.4,Traffic
394578210,91958,On Time,5.0,0.68,Traffic
8681711802,50,On Time,-5.0,4.75,
9311399064,91086,On Time,3.0,1.16,Traffic
2620581496,38634,On Time,-1.0,3.47,
5116898322,93289,On Time,-2.0,1.52,
5995819849,2395,Slightly Delayed,9.0,1.18,Traffic
7690500286,39966,Slightly Delayed,7.0,2.14,Traffic
6107283203,21522,On Time,2.0,1.08,Traffic
3170417508,30064,Slightly Delayed,13.0,4.22,Traffic
805682701,84695,Slightly Delayed,12.0,4.98,Traffic
8960508625,57297,On Time,5.0,1.17,Traffic
5580397726,64619,Significantly Delayed,19.0,3.75,Traffic
1506599381,19253,On Time,3.0,3.36,Traffic
8424478165,37654,On Time,0.0,1.52,
6083333956,34580,Slightly Delayed,13.0,2.12,Traffic
9611327860,25443,On Time,-2.0,2.56,
9539444766,94753,On Time,5.0,2.89,Traffic
756168939,69292,On Time,-5.0,1.21,
7762624518,56407,Slightly Delayed,14.0,4.0,Traffic
3681781563,41664,On Time,-2.0,3.37,
1571085226,35840,Slightly Delayed,7.0,4.62,Traffic
4244306883,94771,Slightly Delayed,14.0,2.9,Traffic
7333141591,1610,Significantly Delayed,18.0,0.8,Traffic
1199945706,30489,On Time,-1.0,3.13,
5895644119,6452,On Time,0.0,2.16,
7112919210,58625,On Time,0.0,3.88,
8315937318,35071,Slightly Delayed,9.0,3.07,Traffic
5331800057,39782,Slightly Delayed,13.0,4.9,Traffic
5989265505,11502,On Time,-5.0,1.78,
7906361274,44821,On Time,-1.0,1.97,
6312476146,87880,Slightly Delayed,9.0,2.18,Traffic
9436272631,82287,On Time,-1.0,4.78,
8289791792,70314,On Time,-4.0,2.33,
7659532788,62888,On Time,3.0,3.26,Traffic
1498157233,13716,On Time,4.0,0.96,Traffic
8560951754,55642,Slightly Delayed,6.0,0.99,Traffic
8764192824,34121,Slightly Delayed,15.0,1.34,Traffic
1900542981,82683,On Time,4.0,1.16,Traffic
9445683691,70620,Significantly Delayed,16.0,4.53,Traffic
7719808335,80882,On Time,-1.0,2.74,
4865644960,11250,Slightly Delayed,8.0,3.91,Traffic
6518276143,99506,On Time,-5.0,1.5,
2211459584,69281,On Time,0.0,4.19,
6811633572,49915,On Time,4.0,2.15,Traffic
1821573240,45208,On Time,3.0,4.66,Traffic
8848227434,74756,On Time,-2.0,4.94,
7812276711,60140,Slightly Delayed,12.0,2.45,Traffic
939966106,267,On Time,2.0,2.05,Traffic
4099108156,21877,On Time,-1.0,0.91,
5684182622,6390,On Time,0.0,2.04,
4916740946,11753,On Time,4.0,1.38,Traffic
9732307600,91547,On Time,-1.0,4.44,
9280329883,44108,Slightly Delayed,8.0,2.35,Traffic
4284285927,29343,On Time,2.0,1.4,Traffic
8701796,41266,Slightly Delayed,9.0,4.97,Traffic
6834734512,76817,On Time,1.0,4.75,Traffic
7127377458,9342,Slightly Delayed,8.0,3.89,Traffic
4754481356,49314,On Time,-1.0,3.5,
4726007482,36892,On Time,4.0,2.57,Traffic
2320560482,7285,On Time,-2.0,3.15,
1456550348,97265,On Time,0.0,1.19,
5370744569,32084,Slightly Delayed,13.0,3.16,Traffic
5819887962,85744,Significantly Delayed,22.0,2.97,Traffic
1929465827,8263,On Time,-1.0,4.51,
9430139302,90056,On Time,1.0,2.53,Traffic
3632715912,72130,On Time,5.0,0.8,Traffic
3356214803,83239,On Time,-3.0,2.84,
2277864850,7967,On Time,-4.0,4.13,
1754472592,12994,On Time,1.0,2.88,Traffic
1833208408,91091,On Time,0.0,2.48,
6567954047,7493,Significantly Delayed,22.0,0.53,Traffic
9409585531,16318,Slightly Delayed,7.0,4.52,Traffic
731371161,78728,Significantly Delayed,20.0,0.77,Traffic
7863496069,11754,Slightly Delayed,15.0,4.5,Traffic
9043955242,89325,Significantly Delayed,26.0,2.64,Traffic
8257564936,84555,On Time,0.0,3.94,
7487631571,54412,Slightly Delayed,9.0,3.79,Traffic
4243307535,18181,Slightly Delayed,8.0,3.93,Traffic
5490221933,47119,On Time,-4.0,4.5,
577600718,15216,Slightly Delayed,9.0,0.87,Traffic
1815462789,62423,Slightly Delayed,12.0,2.81,Traffic
896786012,63700,Slightly Delayed,10.0,1.61,Traffic
2610552179,21304,On Time,2.0,1.91,Traffic
6244718082,9658,On Time,-4.0,4.95,
1837634871,26621,Slightly Delayed,15.0,1.27,Traffic
8684571382,19722,On Time,-1.0,3.84,
1659181364,4115,Slightly Delayed,10.0,1.0,Traffic
5626641031,65770,On Time,2.0,1.12,Traffic
1589326447,83945,On Time,5.0,1.75,Traffic
5018325783,41888,On Time,-2.0,1.96,
5111073873,77796,On Time,0.0,2.5,
5953426781,21723,On Time,-2.0,3.95,
8966870214,25007,Slightly Delayed,6.0,2.15,Traffic
6962915277,16407,On Time,0.0,1.07,
4309308088,44969,On Time,4.0,2.27,Traffic
5391068200,79700,On Time,-5.0,4.94,
4394681222,92464,Slightly Delayed,15.0,1.8,Traffic
4791895461,38858,Significantly Delayed,24.0,2.47,Traffic
7272011740,42857,On Time,2.0,4.2,Traffic
87784691,88685,On Time,3.0,4.58,Traffic
4939105270,84293,On Time,-2.0,3.43,
4622303035,26126,On Time,-2.0,2.53,
3460208027,75868,On Time,0.0,1.9,
2548125971,41755,On Time,-5.0,4.48,
2390111460,36389,On Time,5.0,4.29,Traffic
8309485249,3729,On Time,5.0,3.55,Traffic
8322543480,94614,Significantly Delayed,24.0,4.99,Traffic
2819200158,58827,On Time,2.0,1.95,Traffic
7087151227,25423,On Time,-4.0,2.61,
6704234561,91747,Significantly Delayed,30.0,1.81,Traffic
6998410196,97976,Slightly Delayed,13.0,1.53,Traffic
707035635,71996,On Time,-4.0,4.33,
543400704,60474,On Time,-5.0,1.06,
3604694195,6583,On Time,-5.0,0.64,
3560549947,87552,Slightly Delayed,8.0,4.06,Traffic
9982178143,53810,Significantly Delayed,22.0,3.86,Traffic
1423646541,19293,On Time,-1.0,1.73,
7441941402,79767,On Time,-2.0,3.22,
8395661807,9665,On Time,2.0,0.61,Traffic
5480656353,34982,On Time,-5.0,3.58,
4561602092,28344,On Time,-1.0,3.44,
1695982633,44739,On Time,-4.0,0.65,
6309447153,52804,On Time,0.0,4.09,
4796733514,22316,Significantly Delayed,29.0,1.07,Traffic
2858966982,5328,On Time,-5.0,3.77,
6948607495,47202,On Time,5.0,2.0,Traffic
4959271803,52469,Slightly Delayed,13.0,2.07,Traffic
5669689881,17862,Slightly Delayed,11.0,4.57,Traffic
5352265711,73582,Slightly Delayed,13.0,1.05,Traffic
5498551836,65877,On Time,2.0,2.78,Traffic
6556845822,47070,On Time,5.0,1.46,Traffic
5167008199,26989,On Time,-5.0,2.76,
966294309,92606,On Time,3.0,2.48,Traffic
3163611427,67659,On Time,5.0,1.11,Traffic
203136866,676,On Time,-1.0,0.74,
1815555165,3304,On Time,0.0,3.61,
1874499212,88852,On Time,2.0,3.16,Traffic
4012779165,59519,On Time,3.0,3.74,Traffic
3669023899,289,Slightly Delayed,11.0,4.1,Traffic
9296381620,93839,On Time,-1.0,3.27,
2725513934,27735,On Time,2.0,0.65,Traffic
5564338561,99128,On Time,-2.0,3.96,
4701778121,18398,On Time,4.0,1.24,Traffic
9529272337,34837,On Time,0.0,2.06,
869910650,45055,On Time,-5.0,4.69,
2127080399,55501,Slightly Delayed,8.0,1.72,Traffic
3547439109,91588,On Time,-2.0,2.46,
997535715,35602,On Time,2.0,4.02,Traffic
2442453181,21860,On Time,5.0,4.46,Traffic
1182120536,6560,On Time,2.0,2.91,Traffic
2819297954,93978,On Time,3.0,0.52,Traffic
9870956079,42784,On Time,2.0,3.76,Traffic
6032675432,29641,On Time,-3.0,4.47,
329790912,43584,On Time,-4.0,2.32,
6459815532,10758,Slightly Delayed,12.0,1.63,Traffic
9214523757,45153,On Time,-4.0,4.86,
9450279027,31584,On Time,-4.0,4.62,
6265551101,43283,On Time,-4.0,1.46,
4138526838,24981,Slightly Delayed,13.0,3.73,Traffic
8005579633,98172,Significantly Delayed,24.0,1.66,Traffic
3442984170,52151,On Time,1.0,3.2,Traffic
8711550413,15340,Significantly Delayed,22.0,3.32,Traffic
2509593585,87829,On Time,-3.0,2.85,
6126557370,37656,On Time,5.0,0.68,Traffic
9876119035,83597,Slightly Delayed,13.0,3.58,Traffic
3739042166,52760,On Time,5.0,4.28,Traffic
7938944124,43293,On Time,5.0,4.82,Traffic
506804807,29740,On Time,-5.0,3.71,
3577900599,32303,On Time,-5.0,1.71,
8337599633,23191,On Time,-1.0,2.04,
8611745429,97499,On Time,-1.0,1.3,
2990223879,2555,Slightly Delayed,10.0,2.77,Traffic
52324496,54293,On Time,5.0,2.39,Traffic
6594929133,30251,On Time,-1.0,0.65,
2480235830,58919,On Time,4.0,4.28,Traffic
9667072962,31515,Slightly Delayed,6.0,3.97,Traffic
277700053,29553,On Time,3.0,4.98,Traffic
5691623788,3949,On Time,0.0,1.63,
6845696161,77587,Slightly Delayed,14.0,1.83,Traffic
4098488449,5718,On Time,0.0,2.85,
5653623743,59281,Significantly Delayed,26.0,1.2,Traffic
6416399784,31405,Slightly Delayed,9.0,1.32,Traffic
4365565386,24899,On Time,-4.0,1.5,
6423269418,67311,Slightly Delayed,14.0,1.78,Traffic
1020534590,16201,Slightly Delayed,8.0,4.37,Traffic
4015289878,53358,Slightly Delayed,10.0,1.79,Traffic
9959668334,81433,On Time,-3.0,1.31,
8054387790,66757,On Time,-4.0,1.95,
4795344310,34016,Significantly Delayed,30.0,0.93,Traffic
2205862234,68306,On Time,-4.0,2.33,
4686249863,34524,On Time,-3.0,2.6,
1270524770,95994,On Time,2.0,3.7,Traffic
5743550453,95126,On Time,5.0,1.21,Traffic
5309699078,65578,Slightly Delayed,14.0,0.51,Traffic
7565768030,54027,On Time,-1.0,0.73,
3210260715,12745,On Time,-5.0,3.86,
6657245289,45050,Significantly Delayed,19.0,2.38,Traffic
7854526965,53207,Slightly Delayed,9.0,4.21,Traffic
2770948451,81011,Significantly Delayed,19.0,0.91,Traffic
624070426,343,On Time,-3.0,4.96,
891583492,98655,On Time,1.0,2.72,Traffic
5811206654,71923,Slightly Delayed,14.0,2.73,Traffic
809894905,86857,On Time,5.0,2.71,Traffic
8209000496,15353,Slightly Delayed,15.0,2.17,Traffic
4901288364,36597,Slightly Delayed,12.0,4.65,Traffic
5890338566,58543,On Time,1.0,1.74,Traffic
2745295248,85960,On Time,-1.0,1.29,
5708700204,4397,On Time,-1.0,0.51,
8643851643,17189,Significantly Delayed,30.0,4.32,Traffic
4525287277,72834,On Time,3.0,3.71,Traffic
6154459753,16231,Slightly Delayed,11.0,2.4,Traffic
2587790388,60426,On Time,-2.0,2.31,
2665891587,40904,On Time,-5.0,2.28,
6996561687,75938,On Time,1.0,2.31,Traffic
961607638,23890,Significantly Delayed,28.0,4.81,Traffic
4385491839,48535,On Time,-5.0,0.93,
1279200190,63446,Slightly Delayed,7.0,1.17,Traffic
9668698616,23600,On Time,0.0,4.51,
4813038298,69529,Slightly Delayed,10.0,2.75,Traffic
2030125421,88936,On Time,4.0,4.4,Traffic
6997235339,98293,On Time,-1.0,1.3,
7438342576,25965,On Time,5.0,1.63,Traffic
9958423263,97375,On Time,-3.0,0.67,
3416693628,93184,On Time,1.0,3.28,Traffic
3440579647,76028,On Time,0.0,1.99,
5307231496,84740,On Time,-1.0,2.58,
4779055734,49398,Slightly Delayed,10.0,2.8,Traffic
3834705841,78388,Significantly Delayed,23.0,1.58,Traffic
9080324081,88838,On Time,-1.0,4.49,
2500757555,52455,On Time,-3.0,3.91,
1292986566,28341,On Time,-4.0,4.62,
6602362287,89221,On Time,5.0,2.37,Traffic
184844043,18845,On Time,-5.0,4.04,
936587253,93251,On Time,4.0,1.78,Traffic
2834429147,62176,Slightly Delayed,7.0,0.93,Traffic
114306835,60947,On Time,5.0,3.9,Traffic
1675849477,70336,On Time,5.0,4.47,Traffic
5191052705,97676,On Time,4.0,3.52,Traffic
7068834722,97953,On Time,5.0,0.98,Traffic
